time,open,high,low,close,volume

2023-02-06 19:55:00,151.4283446177884,151.53812450664338,151.39853155078782,151.53812450664338,13263

2023-02-06 19:50:00,151.50821173038864,151.50821173038864,151.4284443270426,151.4284443270426,2644

2023-02-06 19:45:00,151.47829895413386,151.5580663574799,151.47829895413386,151.5181826558069,6801

2023-02-06 19:40:00,151.49824080497038,151.50821173038864,151.48826987955215,151.48826987955215,3133

2023-02-06 19:35:00,151.48826987955215,151.49824080497038,151.48826987955215,151.49824080497038,726

2023-02-06 19:30:00,151.4683280287156,151.49824080497038,151.4683280287156,151.49824080497038,1861

2023-02-06 19:25:00,151.41847340162437,151.48826987955215,151.41847340162437,151.48826987955215,2370

2023-02-06 19:20:00,151.41847340162437,151.4483861778791,151.41847340162437,151.41847340162437,1636

2023-02-06 19:15:00,151.40850247620608,151.4483861778791,151.40850247620608,151.41847340162437,2018

2023-02-06 19:10:00,151.47829895413386,151.47829895413386,151.3885606253696,151.40850247620608,3873

2023-02-06 19:05:00,151.4284443270426,151.47829895413386,151.40850247620608,151.47829895413386,6163

2023-02-06 19:00:00,151.3785896999513,151.4483861778791,151.3785896999513,151.4483861778791,3549

2023-02-06 18:55:00,151.36861877453308,151.36861877453308,151.209083967841,151.2988222966053,2129

2023-02-06 18:50:00,151.43841525246086,151.4483861778791,151.36861877453308,151.36861877453308,7069

2023-02-06 18:45:00,151.34867692369656,151.40850247620608,151.34867692369656,151.40850247620608,4509

2023-02-06 18:40:00,151.3387059982783,151.3387059982783,151.3387059982783,151.3387059982783,1688

2023-02-06 18:35:00,151.25893859493223,151.3387059982783,151.25893859493223,151.2988222966053,4958

2023-02-06 18:30:00,151.3387059982783,151.3387059982783,151.21905489325923,151.22902581867748,1766

2023-02-06 18:25:00,151.30879322202352,151.31876414744178,151.288851371187,151.31876414744178,4093

2023-02-06 18:20:00,151.30879322202352,151.35864784911482,151.30879322202352,151.30879322202352,4744

2023-02-06 18:15:00,151.288851371187,151.32873507286004,151.288851371187,151.32873507286004,2791

2023-02-06 18:10:00,151.288851371187,151.30879322202352,151.288851371187,151.2988222966053,7647

2023-02-06 18:05:00,151.209083967841,151.21905489325923,151.1991130424227,151.21905489325923,1555

2023-02-06 18:00:00,151.23899674409574,151.23899674409574,151.1991130424227,151.22902581867748,2831

2023-02-06 17:55:00,151.28825311566192,151.28825311566192,151.248967669514,151.25893859493223,1401

2023-02-06 17:50:00,151.27888044576878,151.27888044576878,151.23899674409574,151.23899674409574,797

2023-02-06 17:45:00,151.21905489325923,151.288851371187,151.21905489325923,151.21905489325923,2833

2023-02-06 17:40:00,151.25893859493223,151.25893859493223,151.2096822233661,151.2096822233661,1337

2023-02-06 17:35:00,151.288851371187,151.288851371187,151.209083967841,151.25893859493223,6655

2023-02-06 17:30:00,151.22902581867748,151.22902581867748,151.18914211700448,151.18914211700448,804

2023-02-06 17:25:00,151.21905489325923,151.288851371187,151.21905489325923,151.288851371187,2903

2023-02-06 17:20:00,151.24866854175144,151.248967669514,151.2210490783429,151.23899674409574,4842

2023-02-06 17:15:00,151.209083967841,151.23899674409574,151.209083967841,151.23899674409574,2979

2023-02-06 17:10:00,151.21905489325923,151.22892610942333,151.20738891051988,151.20738891051988,1722

2023-02-06 17:05:00,151.22902581867748,151.2382987793165,151.19023891880047,151.21905489325923,1512

2023-02-06 17:00:00,151.22902581867748,151.22902581867748,151.22902581867748,151.22902581867748,343

2023-02-06 16:55:00,151.22902581867748,151.22902581867748,151.209083967841,151.209083967841,4734

2023-02-06 16:50:00,151.288851371187,151.288851371187,151.21905489325923,151.22902581867748,587992

2023-02-06 16:45:00,151.1991130424227,151.21905489325923,151.16920026616796,151.18914211700448,1077783

2023-02-06 16:40:00,151.25893859493223,151.25893859493223,151.18914211700448,151.1991130424227,7544

2023-02-06 16:35:00,151.31876414744178,151.3387059982783,151.1991130424227,151.288851371187,34337

2023-02-06 16:30:00,151.3785896999513,151.3785896999513,151.32135658805052,151.32135658805052,3616

2023-02-06 16:25:00,151.30869351276934,151.36861877453308,151.288851371187,151.31876414744178,8417

2023-02-06 16:20:00,151.21905489325923,151.2988222966053,151.209083967841,151.2988222966053,7692

2023-02-06 16:15:00,151.22902581867748,151.248967669514,151.209083967841,151.21905489325923,7446

2023-02-06 16:10:00,151.209083967841,151.288851371187,151.1991130424227,151.248967669514,189399

2023-02-06 16:05:00,151.31876414744178,151.31876414744178,151.13928748991322,151.18914211700448,58312

2023-02-06 16:00:00,151.288851371187,151.58797913373468,151.23899674409574,151.31876414744178,2695895

2023-02-06 15:55:00,151.32873507286004,151.40850247620608,151.22902581867748,151.23899674409574,2102258

2023-02-06 15:50:00,150.95981083238462,151.43841525246086,150.91992713071159,151.33372053556917,1422584

2023-02-06 15:45:00,151.00966545947585,151.1193456390767,150.81024695111077,150.94983990696633,799261

2023-02-06 15:40:00,150.94106549259828,151.04954916114892,150.8700725036203,151.01036342425516,727673

2023-02-06 15:35:00,150.8002760256925,151.05952008656715,150.8002760256925,150.94983990696633,760933

2023-02-06 15:30:00,150.55100289023613,150.85013065278378,150.34161345645276,150.79040480952844,812809

2023-02-06 15:25:00,150.68062492067347,150.75042139860125,150.53604650210875,150.55100289023613,664620

2023-02-06 15:20:00,150.68062492067347,150.89001435445684,150.65569760712782,150.67364527288066,489575

2023-02-06 15:15:00,150.76039232401948,150.91992713071159,150.57094474107262,150.68052521141928,731290

2023-02-06 15:10:00,151.209083967841,151.2140694305501,150.7528144207016,150.76029261476532,717535

2023-02-06 15:05:00,151.4105963705439,151.41847340162437,151.06450554927628,151.209083967841,530100

2023-02-06 15:00:00,151.1991130424227,151.7051375073992,151.1592293407497,151.4146844499654,464046

2023-02-06 14:55:00,151.33362082631498,151.39853155078782,151.0694910119854,151.20409850513187,563815

2023-02-06 14:50:00,151.3387059982783,151.36861877453308,151.17917119158622,151.33372053556917,743412

2023-02-06 14:45:00,151.5181826558069,151.56803728289816,151.31876414744178,151.33770890573646,406959

2023-02-06 14:40:00,151.5181826558069,151.57800820831645,151.27389498305965,151.51319719309777,507186

2023-02-06 14:35:00,151.54809543206167,151.59795005915294,151.41847340162437,151.53812450664338,501279

2023-02-06 14:30:00,151.91701967253712,151.92699059795535,151.52815358122515,151.54809543206167,558171

